"i" "HH" "U" "V"
"137" 2740 7.68828811705057 4.75742012487636 8.25652251986632
"138" 2760 7.98128740827724 4.87983250124973 8.16952797056806
"139" 2780 7.27077839200309 4.5563078347544 8.76314928719712
"140" 2800 7.5388664249221 4.80693678603377 8.1701056994722
"141" 2820 7.31037090593825 4.42302889550762 8.17052269488799
"142" 2840 7.41510082432431 4.90289263796147 8.24869709149511
"143" 2860 7.20252053067238 4.38163559709278 8.0838946544323
"144" 2880 7.29683354561662 4.8896081376093 8.15690582424666
"145" 2900 7.55864601346197 4.35829637365543 7.87333325636477
"146" 2920 7.10876723131739 4.46066242077582 8.43174101846084
"147" 2940 7.42563215221061 4.5993950898313 7.78634618803797
"148" 2960 7.33580753609177 4.17630352653941 7.89471381842129
"149" 2980 7.36213343366768 4.40874659878428 8.24435802096436
"150" 3000 7.14360376108842 4.71504565471685 8.1805917596996
"151" 3020 7.35388797519699 4.25892899454097 8.1319918419341
"152" 3040 7.02083963222891 4.36677707643884 7.95651710963372
"153" 3060 7.23613911181098 4.48421502573065 7.4883843109623
"154" 3080 7.04207267789155 3.98065648252365 7.69132171441528
"155" 3100 7.3104475192673 4.37148004479455 7.73485340305903
"156" 3120 7.26841556882151 4.34001954592207 7.8837627190349
"157" 3140 7.2095674678731 4.08146202101009 7.76470985655888
"158" 3160 6.77385542947748 4.41894050127331 8.2572182142203
"159" 3180 6.80364053650469 4.06893063512376 7.78512057212892
"160" 3200 6.60773326234321 4.34891315481467 7.80814291623936
"161" 3220 7.22646628310626 4.14396007483439 7.43190000014777
"162" 3240 6.82913234055503 4.20585320207507 7.67033444269464
"163" 3260 6.55509411458907 4.23367556860564 7.60300390054156
"164" 3280 6.67663940141896 4.27845227724871 7.87538909441804
"165" 3300 7.14200718943823 4.3419476782922 7.74865205597646
"166" 3320 6.73084894614717 4.39893955696061 7.78499653973828
"167" 3340 7.01098343085823 3.98293938281592 7.79670204290796
"168" 3360 6.83751797129529 4.36009821904706 7.46943364828908
"169" 3380 6.80257316294056 4.11954722896934 7.70576550507245
"170" 3400 7.04303301771668 4.10486733647971 7.86601857319647
"171" 3420 6.81359076584484 4.06301757647603 7.50376617372046
"172" 3440 6.83739272395139 4.03311252498243 7.82204529517337
"173" 3460 6.63062791195162 3.9350984169231 7.41180752363483
"174" 3480 6.4882030552643 4.1016655979518 7.28895700175333
"175" 3500 6.46536091466839 4.12679707948429 7.26367194135458
"176" 3520 6.6564794790005 4.08507474837863 7.43569068417348
"177" 3540 6.40750863486496 4.06403352905165 7.76494881445611
"178" 3560 6.45072276670536 3.73672695606217 7.25726972743869
"179" 3580 6.60622642406672 3.76660553519965 7.12299800472194
"180" 3600 6.32711627306076 4.00218806429888 7.0930219971947
"181" 3620 6.84951120575008 4.07498886471731 7.28846134337294
"182" 3640 6.37613164172251 3.88104576801572 7.2658952010932
"183" 3660 6.39870588221463 3.91106563223404 6.91975684081345
"184" 3680 6.5195453610529 4.01806083391925 7.10314244817028
"185" 3700 6.46992393274615 3.95791787761459 7.3926179371299
"186" 3720 6.5943085979684 3.91586638520475 7.153135463622
"187" 3740 6.39643607317179 3.87074461554974 7.18128832431305
"188" 3760 6.39380482640602 3.97797531607242 7.12042806565597
"189" 3780 6.6186708518339 3.68437045995407 7.34231665307529
"190" 3800 6.61735420850307 3.75248989535524 7.0943387329429
"191" 3820 6.41071391447256 3.96067454265597 6.93508767125368
"192" 3840 6.30808201219771 3.78928929846985 7.06847603209738
"193" 3860 6.00590554721262 3.76161058085191 7.03163465519903
"194" 3880 6.21590159373092 3.76760070976951 6.84801857017004
"195" 3900 6.1641415376427 3.87591891867825 6.94243381416299
"196" 3920 6.20450350938502 3.74323107599501 6.98256287190531
"197" 3940 6.42979961101928 3.87943146470293 6.93715897389175
"198" 3960 6.08434684865651 3.93032185936596 6.99710163577228
"199" 3980 6.1991718720712 3.8400730952559 7.12372095170046
"200" 4000 6.24956942683814 3.6908625454563 6.97504955745276
"201" 4020 5.95219238219052 3.8171872604033 7.10679159643544
"202" 4040 5.92617245780651 3.77641969119086 6.67110871538735
"203" 4060 6.24525658375313 3.78493244962594 6.77736393939165
"204" 4080 6.19126645820269 3.76383230527163 6.31025810356944
"205" 4100 6.21592080106822 3.58169724986483 7.03517306425754
"206" 4120 6.25298811734672 3.46868981948896 6.51370339849641
"207" 4140 6.04197616330437 3.53496591296323 6.41192517123374
"208" 4160 6.00416119039337 3.6574867481211 6.38191929109748
"209" 4180 6.20920118465743 3.54248519858218 6.76749408276414
"210" 4200 6.18858591680923 3.55196342885625 6.67597339062098
"211" 4220 5.88478985082525 3.60231367536396 6.89392333761597
"212" 4240 5.97366777283654 3.61688354287455 7.19417250721715
"213" 4260 5.85507605972248 3.68715980252281 6.56396454910079
"214" 4280 5.77248203461585 3.39386251883083 6.69636015333105
"215" 4300 6.25592898589013 3.53943049574092 6.4681385927914
"216" 4320 5.91965121586283 3.5247924130285 6.42431862130485
"217" 4340 5.89956973625655 3.62810271091411 6.09052241278935
"218" 4360 6.0147770765494 3.35330814978848 6.25734933120773
"219" 4380 5.56677338453513 3.71682265604551 6.8551202553015
"220" 4400 6.10666792128243 3.73621167032296 6.44120606878326
"221" 4420 5.71324050827047 3.47069974405079 6.60433831557789
"222" 4440 5.77136909453265 3.47635942759712 6.62935474913956
"223" 4460 5.76775259932962 3.42439040435519 6.65106037980413
"224" 4480 5.74037527680402 3.44630599626762 6.20180950103754
"225" 4500 5.66620949048461 3.44348447442455 6.38694655320615
"226" 4520 5.74155639696974 3.39779760506514 6.76792164099261
"227" 4540 5.62839792445643 3.54555440625457 6.17150565131633
"228" 4560 5.70005941511428 3.44321893898312 6.73790481338548
"229" 4580 5.64645298041116 3.40739592536008 6.20943145071719
"230" 4600 5.85849987132853 3.48364471875893 6.35911404714708
"231" 4620 5.83717014575177 3.71823459524725 6.49681913063382
"232" 4640 5.50570559429003 3.52274987375045 6.24893470259131
"233" 4660 5.72151951308552 3.30591699449529 6.21153714155125
"234" 4680 5.57005974847811 3.41892428449517 6.41615790217145
"235" 4700 5.73468205543179 3.47394800677956 6.17055909144538
"236" 4720 5.42032299935254 3.44517214628443 6.2785493126373
"237" 4740 5.79273964578139 3.28994468416236 5.8815830058705
"238" 4760 5.66898366783438 3.38673551859706 6.72139386981518
"239" 4780 5.37684389942181 3.30625341954372 6.2862615152165
"240" 4800 5.68028409695444 3.42189953617651 6.33342278230624
"241" 4820 5.70720378101561 3.32486353909799 6.15793833826144
"242" 4840 5.38176352606072 3.16925293803356 6.15510549166807
"243" 4860 5.65902292501843 3.2075271208565 6.21161288660404
"244" 4880 5.55217921149054 3.31535605016042 6.22522035929778
"245" 4900 5.40512595174677 3.40642137214413 6.54175212383655
"246" 4920 5.59278649158008 3.30762909510661 6.18833918353362
"247" 4940 5.30949352684147 3.30928575550015 6.08915249105908
"248" 4960 5.50791876171087 3.54724419801327 5.94723307156281
"249" 4980 5.65356753189972 3.2772503983602 6.08370851872485
"250" 5000 5.43011184472098 3.31493113912451 5.70600776341162
"251" 5020 5.62933644509473 3.21428375227166 6.39370569075279
"252" 5040 5.35409648250347 3.2245689743025 5.90233414691008
"253" 5060 5.17633741583129 3.38082357748692 6.24311906176908
"254" 5080 5.41858225516261 3.22385369897268 6.06280059446843
"255" 5100 5.51250620903753 3.16851559179708 6.28804119171203
"256" 5120 5.46128934962274 3.08497655392407 6.04311911825166
"257" 5140 5.3447023372484 3.19852512899421 6.34518980780463
"258" 5160 5.43988610341138 3.23931280610304 5.62409938155018
"259" 5180 5.16561248180326 3.32562656139571 5.95187532012552
"260" 5200 5.24402551938019 3.15772601252419 5.91022498680632
"261" 5220 5.40780982443988 3.28656505301401 5.81807254402195
"262" 5240 5.63173221649642 3.2451055617124 5.82702774078062
"263" 5260 5.26799934540089 3.15198581981253 5.91080450735784
"264" 5280 5.43867268709956 3.10196542880645 6.0299743441882
"265" 5300 5.48520689835941 3.24592309045099 5.94898501640259
"266" 5320 5.58242607717794 3.21319627496776 5.93683646422697
"267" 5340 5.33027021804661 3.15481134164793 6.01417623192244
"268" 5360 5.20873891152679 3.18550170788078 5.55968554244572
"269" 5380 5.5389309492531 3.19804671807249 5.87425270238432
"270" 5400 5.37362779035626 3.22985530275067 5.72048018859586
"271" 5420 4.99450348866903 3.10771999630749 5.72078130763755
"272" 5440 5.1138594500745 3.12654032559784 6.02998689853045
"273" 5460 4.90663217751739 3.12110860267988 5.80813759322085
"274" 5480 5.13014787497625 3.15857326314166 5.91803661082928
"275" 5500 5.23643977239933 3.07432664110775 5.92879581738363
"276" 5520 5.27632074303235 3.02013200055995 5.96366205406528
"277" 5540 5.16070566811022 3.05182117456525 5.73980669992761
"278" 5560 5.17008492421309 3.10192954833514 5.66679674183241
"279" 5580 5.11840427905694 2.96660050111418 6.10559618712307
"280" 5600 5.30282950696862 3.24280158755289 5.61001038111656
"281" 5620 5.20952705413388 3.14630967620652 5.94931457106568
"282" 5640 4.81345405728212 3.2284001444466 6.13541817647156
"283" 5660 4.92373601863157 3.02380451225633 5.7325926057337
"284" 5680 4.9509948158901 3.08399828389918 5.42863803039445
"285" 5700 4.96861855821009 3.09619041392821 5.53416542118613
"286" 5720 5.03436809465651 3.03754501356637 5.42463938439397
"287" 5740 5.08621932355395 3.02610873755488 5.33081769053332
"288" 5760 4.98174625311652 3.06688314125837 5.67133691507859
"289" 5780 5.12582404977345 2.83803844268922 5.89750109472796
"290" 5800 5.00483954200998 2.9282458707208 5.61471895372208
"291" 5820 4.90164758021725 3.05680996512525 5.35400199522336
"292" 5840 4.98830340528042 2.98101277476786 5.25154521481853
"293" 5860 5.10104718606102 3.13068650463205 5.61160134367946
"294" 5880 5.07216662359889 3.08858646230363 5.25652338163764
"295" 5900 5.07783314739467 2.98537945023051 5.72918311547854
"296" 5920 4.99874699604991 2.9716021358195 5.64708563088754
"297" 5940 5.07177276915355 3.02650206612302 5.63798179851503
"298" 5960 5.01895394151638 3.04332352869478 5.31648567843619
"299" 5980 4.84162604486094 3.06500878994115 5.27485947006027
"300" 6000 4.90099149769904 2.97291392733953 5.43500436328307
"301" 6020 4.8232750923862 3.07082907858763 5.44527958346812
"302" 6040 5.16942217686537 2.92644624826023 5.40887612256532
"303" 6060 4.92000116324211 2.91291603098585 5.27408942280532
"304" 6080 4.97736785346429 2.8755119470606 5.24195745055632
"305" 6100 4.90023246303056 2.87936707376491 5.47906699996621
"306" 6120 4.78912224811606 2.80851646967994 5.3644162413189
"307" 6140 4.7974931966653 2.92441775316786 5.57370204626226
"308" 6160 4.98409874994619 2.91119981506984 5.3437122293086
"309" 6180 4.93608948572469 3.01532361061278 5.48432239920835
"310" 6200 5.04859202767221 2.8950354323289 5.58899193681581
"311" 6220 4.86743575925585 2.87368467292081 4.82936559130902
"312" 6240 4.67767047755517 2.83374226890156 5.27560815853515
"313" 6260 4.96778946321362 2.94984079083536 5.41363770093032
"314" 6280 4.9733042438131 2.88724416325718 5.29982789242903
"315" 6300 4.78715516592167 3.04592379524196 5.1042302962601
"316" 6320 4.8761030177906 3.034405286438 5.31168578465015
"317" 6340 4.95647283347175 2.96776046552596 5.51940865665988
"318" 6360 4.90555575525382 2.89211306536898 5.59120812305547
"319" 6380 4.70768220772077 2.88902280181593 5.28808856216541
"320" 6400 4.77347186195854 2.87928710908507 5.41003162453629
"321" 6420 4.91319622140972 2.88343724122165 4.59863243729162
"322" 6440 4.77878365097224 3.02630834283774 5.06821207428121
"323" 6460 4.93675442645286 2.82510519888538 5.2651494883279
"324" 6480 4.72031982123143 2.8190647883579 5.31505406306705
"325" 6500 4.74397551681947 2.89433291345637 5.28002186887325
"326" 6520 4.79859764762923 2.79421245596069 5.35226807662868
"327" 6540 4.782531199874 2.84769027648713 4.89851555427568
"328" 6560 4.69618313981016 2.81763306872807 4.76689341877834
"329" 6580 4.66493293009693 2.79392314622976 4.96513746406151
"330" 6600 4.77627881188329 2.76827346362155 5.12691083883968
"331" 6620 4.5852731542173 2.89123333919283 4.97684411637033
"332" 6640 4.69308788524306 2.77694303633593 4.87351031036193
"333" 6660 4.7543247644648 2.68665875189821 4.84356614046836
"334" 6680 4.56385395710727 2.84166679048979 4.67870151953891
"335" 6700 4.76928647141236 2.81845140948133 5.44028709455207
"336" 6720 4.85477879083196 2.89127943417892 4.896782584769
"337" 6740 4.6825019121657 2.79677882767227 4.73177386062277
"338" 6760 4.59158409303573 2.76148937123123 5.02039003611662
"339" 6780 4.52273957291454 2.89784377050767 5.17348047157454
"340" 6800 4.67521912343271 2.8414283745148 5.18524682816123
"341" 6820 4.81252803289172 2.86789280553009 4.74640206299146
"342" 6840 4.5358643671695 2.71078317253082 4.57260507129317
"343" 6860 4.63780158225751 2.79682694059391 5.15973458835806
"344" 6880 4.67652564946837 2.82279214192504 4.89276943462709
"345" 6900 4.32478501101798 2.67519099741303 4.72031548657933
"346" 6920 4.58631012906839 2.79584267808418 4.92255563142801
"347" 6940 4.43890712429644 2.80329354239958 4.95744042882687
"348" 6960 4.35623352407353 2.81143977942435 5.00477794272982
"349" 6980 4.53820955923146 2.80375655564913 4.57377180669136
"350" 7000 4.47454764343799 2.73470294478579 4.90294963780589
"351" 7020 4.38310722543216 2.84686275833267 5.18499878752994
"352" 7040 4.45945184906132 2.80434521030227 4.94504290896441
"353" 7060 4.55949103267918 2.74016226364039 4.99510030311741
"354" 7080 4.81172196052838 2.73120963399935 4.71953434636035
"355" 7100 4.75987358434585 2.70521581104608 4.86565589321719
"356" 7120 4.41956872074158 2.71767736240816 4.69020446217161
"357" 7140 4.55737341039603 2.8267981336247 4.92033157555478
"358" 7160 4.52194607272592 2.57019244095555 4.91319524792348
"359" 7180 4.43923717086605 2.7397467616699 5.01577713837562
"360" 7200 4.30606028189668 2.83136409172706 5.09525217361131
"361" 7220 4.30192938222109 2.65898798916685 4.45707833318469
"362" 7240 4.45654558702016 2.71974538684541 5.02737098006618
"363" 7260 4.45748360507921 2.80998702349927 4.62964921331343
"364" 7280 4.50971851613313 2.80810599720228 4.9157072508522
"365" 7300 4.54196865630574 2.71328520963241 4.67568123709837
"366" 7320 4.5344761269622 2.70820228845065 4.67639251601984
"367" 7340 4.41288183297489 2.67318288528469 4.90112405296618
"368" 7360 4.42722777875876 2.77794451888695 4.58285437274711
"369" 7380 4.25708122103066 2.66183991204015 4.40654813244219
"370" 7400 4.45822820245723 2.78123253906804 4.71135888031722
"371" 7420 4.60443681009129 2.63962917467459 4.92399086373209
"372" 7440 4.47786093888652 2.75281260849976 4.58158547588847
"373" 7460 4.50501558090833 2.70717074714414 4.83086972420906
"374" 7480 4.43715088214042 2.63328096042223 4.70728417782741
"375" 7500 4.52486059184277 2.73823664839759 4.74795980027428
"376" 7520 4.34424102849691 2.58164972006932 4.69207064753174
"377" 7540 4.43696603232083 2.54829228592211 4.7114159143733
"378" 7560 4.43277271157757 2.74053215831836 4.58294971450974
"379" 7580 4.47903049645283 2.58621458290436 4.40985966266653
"380" 7600 4.27265516510253 2.68338682345805 4.20706967784668
"381" 7620 4.47559169717456 2.56804190515475 4.80243977985111
"382" 7640 4.50215092585357 2.78699413729727 4.52030749968792
"383" 7660 4.35540018130284 2.59527415959915 4.60531913364607
"384" 7680 4.21275401269271 2.63607513722781 4.70803671254128
"385" 7700 4.38559243329702 2.55540028589511 4.87038094499601
"386" 7720 4.29757228146697 2.56986956216068 4.61411146759746
"387" 7740 4.17884403399637 2.5529234075966 4.69649731534743
"388" 7760 4.44846550011038 2.61749388151745 4.57057078022499
"389" 7780 4.31384329402581 2.6576744264132 4.71905293068548
"390" 7800 4.31269026190775 2.60456833137489 4.75579833528305
"391" 7820 4.28200110872178 2.68228426325455 4.64852239560802
"392" 7840 4.29068801960119 2.53145147155756 4.48956893226369
"393" 7860 4.22559687558694 2.54593419634232 4.71510408090427
"394" 7880 4.29792592081482 2.5394529862254 4.42274586588818
"395" 7900 4.2765560983921 2.54278027556076 4.75666030183703
"396" 7920 4.17971102977474 2.59538476695894 4.36691307441745
"397" 7940 4.29786262845237 2.57609087680716 4.39265989133783
"398" 7960 4.19627494845372 2.63831451458115 4.65286228147832
"399" 7980 4.36264034997873 2.6306094969168 4.19851999811998
"400" 8000 4.28525708458177 2.58861159906141 4.22868206326326
"401" 8020 4.33900449837478 2.55165999062476 4.41346773854419
"402" 8040 4.34431235990017 2.53142701572567 4.69843633348337
"403" 8060 4.68369365928016 2.61834004322208 4.30176730993935
"404" 8080 4.25796010523346 2.60671877405087 4.43351849473275
"405" 8100 4.16172651404884 2.56414072822502 4.34536076309824
"406" 8120 4.30930936743666 2.52414431744489 4.31795566494471
"407" 8140 4.19780286588436 2.55192606787743 4.54684731444772
"408" 8160 4.30282532815874 2.49643139191838 4.48851492447012
"409" 8180 4.29878558191893 2.46459236990885 4.16620132487375
"410" 8200 4.41972840615987 2.55356629076403 4.22438843502163
"411" 8220 4.0141108420576 2.49432996978559 4.11271389157221
"412" 8240 4.11558309285486 2.6382918630249 4.55334398755611
"413" 8260 4.10088293877205 2.6096766254637 4.4020168617618
"414" 8280 4.07759221030541 2.47784753413613 4.47687164709026
"415" 8300 4.12474605681495 2.48131187523326 4.29233380594236
"416" 8320 4.2363700621502 2.48749737616561 4.41464934884586
"417" 8340 4.20704865174108 2.47382883619646 4.56560773569578
"418" 8360 4.19564716141256 2.47705300156444 4.48516002164074
"419" 8380 4.18026631227316 2.52055815946172 4.33084720363345
"420" 8400 4.29329921800465 2.50815167575109 4.44141177355962
"421" 8420 4.28025730078929 2.54502678388619 4.53381339376319
"422" 8440 4.18510701917754 2.56903823510368 4.35888484709854
"423" 8460 4.21859272785925 2.52538331114953 4.24224654687474
"424" 8480 4.4152823770213 2.48519165187659 4.05439374537217
"425" 8500 4.19534358946285 2.5051415849517 4.30590668015172
"426" 8520 4.31811313123602 2.49628872716805 4.46721844091385
"427" 8540 4.19833129303166 2.56057083647248 4.37299610911256
"428" 8560 4.02666876796525 2.54016296113252 4.07734041361848
"429" 8580 4.07082225377388 2.46985169157704 4.18819582467387
"430" 8600 4.21821885191633 2.46630063521629 4.0917765704874
"431" 8620 4.0688703454684 2.52726762428766 4.15461673596615
"432" 8640 4.050957223061 2.430018054427 4.24973574733583
"433" 8660 4.02681831702248 2.43355545242493 4.27049134139511
"434" 8680 4.16452462538271 2.34909741277963 4.42632189753571
"435" 8700 4.10320557320492 2.37682305413742 4.17334231183243
"436" 8720 3.98492587151408 2.3219846489705 4.33154324703077
"437" 8740 4.13796605704278 2.3609510417166 4.30084996275612
"438" 8760 4.03888585048449 2.4430961868171 4.31992943287953
"439" 8780 4.12782302488305 2.58621911674432 4.10927038561037
"440" 8800 4.01481477158483 2.38994833087012 4.42042534854658
"441" 8820 4.04297227311717 2.47062025575426 4.42012954381422
"442" 8840 3.97377341149109 2.52704713797889 4.07619069331778
"443" 8860 4.2325599725976 2.32105526235636 4.13047065027689
"444" 8880 3.97381682117681 2.54928006446141 3.942806502104
"445" 8900 4.04570720848069 2.45444482442221 4.13396231565009
"446" 8920 4.01015365320257 2.49569344633081 4.22801715580126
"447" 8940 4.05945868041178 2.48791461243207 4.23020154013827
"448" 8960 4.03193707887609 2.4303172457303 4.15132488090846
"449" 8980 4.23349069420643 2.35787325043125 4.20492025673818
"450" 9000 3.92745909013642 2.38311438622893 4.14113021102158
"451" 9020 3.91046882195914 2.40407483962339 4.45739690325016
"452" 9040 3.90697170797698 2.38391807631375 4.64584262746161
"453" 9060 3.96400386755283 2.33270103659448 4.35791731916776
