intnum,q0,q1a,q1b,q2,q3,f1,f2a,f2b,f3,f4,f5_1,f5_2,f5_3,f5_4,f5_5,f5_6,f5_7,f5_8,f5_9,f5_10,f5_11,f5_12,f5_13,f5_14,f5_15,f5_16,s1,s2,s3,gew
1675,1,9,-99.99,1,1,1,100,-99.99,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
1683,2,-99.99,2,1,-99.99,2,10,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1690,2,-99.99,3,1,-99.99,1,51,-99.99,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1710,1,3,-99.99,1,2,1,200,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.062491
1712,1,3,-99.99,1,1,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
1716,2,-99.99,1,1,-99.99,4,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1742,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1748,2,-99.99,1,1,-99.99,3,10,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1750,1,1,-99.99,1,1,1,150,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
1753,2,-99.99,2,1,-99.99,2,50,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1762,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1783,2,-99.99,1,1,-99.99,1,20,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1786,2,-99.99,1,1,-99.99,1,42,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1801,1,1,-99.99,1,1,5,0,-99.99,-99.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1.124519
1806,1,10,-99.99,1,-99.99,1,150,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
1815,2,-99.99,1,1,-99.99,1,150,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1817,2,-99.99,1,1,-99.99,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1825,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1851,1,3,-99.99,1,1,1,40,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
1856,1,10,-99.99,1,-99.99,1,60,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
1859,1,10,-99.99,1,-99.99,4,10,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
1862,1,10,-99.99,1,-99.99,1,100,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
1878,1,7,-99.99,1,1,1,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
1890,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1923,2,-99.99,2,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1925,2,-99.99,2,1,-99.99,1,300,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
1927,1,8,-99.99,1,2,4,10,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.100399
1939,1,6,-99.99,1,2,1,2,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.84605
1940,1,5,-99.99,1,3,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.458794
1958,1,7,-99.99,1,3,1,200,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.488652
1961,1,5,-99.99,1,3,1,100,-99.99,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-99.99,1,.458794
1963,1,7,-99.99,1,1,1,-90,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,-90,1.118357
1993,2,-99.99,2,1,-99.99,1,200,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2021,1,4,-99.99,1,1,1,30,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118885
2035,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2037,2,-99.99,2,1,-99.99,1,600,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2039,2,-99.99,2,1,-99.99,1,55,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99.99,-99.99,1,1
2052,2,-99.99,2,1,-99.99,1,55,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2059,1,9,-99.99,1,1,2,10,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
2064,1,2,-99.99,1,1,3,20,-99.99,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
2065,1,3,-99.99,1,1,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2066,2,-99.99,1,1,-99.99,4,10,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2077,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2091,1,8,-99.99,1,3,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-90,-90,.436315
2094,1,10,-99.99,1,-99.99,1,10,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.73848
2113,2,-99.99,2,1,-99.99,1,150,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2117,2,-99.99,1,1,-99.99,1,150,-99.99,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2118,2,-99.99,2,1,-99.99,1,800,-99.99,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2134,2,-99.99,3,1,-99.99,1,13,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2135,2,-99.99,3,1,-99.99,1,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2145,1,1,-99.99,1,1,1,5,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
2152,1,9,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
2170,2,-99.99,2,1,-99.99,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2173,1,8,-99.99,1,1,2,130,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
2177,1,2,-99.99,1,2,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1.131109
2198,2,-99.99,2,1,-99.99,2,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2206,1,2,-99.99,1,1,2,150,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
2208,1,2,-99.99,1,1,2,18,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
2210,1,3,-99.99,1,1,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-90,1.120894
2214,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2235,2,-99.99,1,1,-99.99,4,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2261,2,-99.99,2,1,-99.99,1,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2263,1,8,-99.99,1,1,4,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
2264,1,8,-99.99,1,1,1,80,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
2275,1,3,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2279,1,1,-99.99,1,1,1,100,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
2313,2,-99.99,2,1,-99.99,1,30,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2326,2,-99.99,1,1,-99.99,1,270,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2329,2,-99.99,1,1,-99.99,1,10,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2348,2,-99.99,2,1,-99.99,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2385,1,7,-99.99,1,1,2,20,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2390,1,7,-99.99,1,1,1,330,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
2409,1,3,-99.99,1,1,2,5,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2415,2,-99.99,1,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2418,1,7,-99.99,1,1,2,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2439,1,2,-99.99,1,1,1,68,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
2454,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2461,1,10,-99.99,1,-99.99,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.73848
2514,1,4,-99.99,1,3,5,0,-99.99,-99.99,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.363606
2517,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2527,1,3,-99.99,1,1,1,40,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2543,1,1,-99.99,1,3,4,15,-99.99,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.450265
2546,1,3,-99.99,1,2,2,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.062491
2548,1,7,-99.99,1,1,1,-90,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2549,2,-99.99,3,1,-99.99,1,30,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2551,1,9,-99.99,1,1,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
2569,1,8,-99.99,1,2,1,200,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1.100399
2575,1,2,-99.99,1,1,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
2583,1,1,-99.99,1,3,1,300,-99.99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.450265
2588,1,3,-99.99,1,1,1,200,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.120894
2589,1,3,-99.99,1,1,1,200,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.120894
2608,2,-99.99,3,1,-99.99,1,150,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2635,1,3,-99.99,1,1,2,20,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2646,2,-99.99,1,1,-99.99,1,-90,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2658,1,9,-99.99,1,1,1,14,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
2668,1,5,-99.99,1,1,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.120334
2672,2,-99.99,2,1,-99.99,1,400,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2704,1,9,-99.99,1,1,1,9,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
2718,1,3,-99.99,1,1,2,150,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2724,1,7,-99.99,1,1,1,30,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2733,1,3,-99.99,1,1,1,-90,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2743,1,8,-99.99,1,1,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.119703
2745,1,7,-99.99,1,1,1,150,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2746,1,1,-99.99,1,1,2,10,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.124519
2754,2,-99.99,2,1,-99.99,4,0,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2770,1,3,-99.99,1,1,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2791,1,10,-99.99,1,-99.99,1,50,-99.99,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
2792,1,1,-99.99,1,1,1,500,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
2818,1,7,-99.99,1,1,1,10,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2819,1,10,-99.99,1,-99.99,1,150,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,.73848
2829,2,-99.99,2,1,-99.99,1,120,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2834,1,2,-99.99,1,2,1,12,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.131109
2835,1,2,-99.99,1,3,4,10,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.400411
2846,1,7,-99.99,1,1,1,90,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
2858,1,3,-99.99,1,1,1,20,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.120894
2861,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2871,1,3,-99.99,1,1,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2879,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2881,2,-99.99,1,1,-99.99,1,300,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2883,1,8,-99.99,1,1,1,100,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
2897,1,3,-99.99,1,1,1,60,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-99.99,1,1.120894
2911,1,1,-99.99,1,3,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.450265
2921,1,3,-99.99,1,1,5,0,-99.99,-99.99,-90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
2925,2,-99.99,1,1,-99.99,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2930,2,-99.99,3,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2931,2,-99.99,2,1,-99.99,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2932,2,-99.99,3,1,-99.99,1,250,-99.99,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2938,2,-99.99,2,1,-99.99,1,200,-99.99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99.99,-99.99,1,1
2939,2,-99.99,1,1,-99.99,1,300,-99.99,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2941,2,-99.99,1,1,-99.99,4,-90,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
2955,1,9,-99.99,1,2,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.104565
2964,1,2,-99.99,1,1,2,20,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
2965,1,1,-99.99,1,1,1,45,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
3000,2,-99.99,1,1,-99.99,3,20,-99.99,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3004,2,-99.99,3,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3005,2,-99.99,1,1,-99.99,1,25,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3006,1,3,-99.99,1,1,1,200,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3009,1,3,-99.99,1,3,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.443359
3014,1,10,-99.99,1,-99.99,2,9,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3036,1,8,-99.99,1,2,1,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.100399
3038,2,-99.99,1,1,-99.99,1,25,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3047,1,1,-99.99,1,1,1,-90,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
3070,1,10,-99.99,1,-99.99,1,80,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3073,1,7,-99.99,1,1,1,300,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.118357
3076,1,8,-99.99,1,1,1,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.119703
3078,1,10,-99.99,1,-99.99,1,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3079,1,3,-99.99,1,1,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3083,2,-99.99,1,1,-99.99,2,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3096,1,10,-99.99,1,-99.99,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3106,1,1,-99.99,1,2,1,30,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.112284
3116,2,-99.99,1,1,-99.99,1,550,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3127,2,-99.99,2,1,-99.99,1,50,-99.99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3131,1,3,-99.99,1,2,1,150,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.062491
3134,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3136,2,-99.99,1,1,-99.99,1,2000,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3140,1,1,-99.99,1,1,1,-90,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-99.99,1,1.124519
3171,1,3,-99.99,1,1,1,150,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3178,2,-99.99,2,1,-99.99,1,300,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3183,1,10,-99.99,1,-99.99,1,10,-99.99,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3186,1,3,-99.99,1,2,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.062491
3187,2,-99.99,1,1,-99.99,1,300,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3192,2,-99.99,1,1,-99.99,1,20,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3203,1,10,-99.99,1,-99.99,1,100,-99.99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3250,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3261,2,-99.99,3,1,-99.99,1,-90,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3264,2,-99.99,2,1,-99.99,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3265,2,-99.99,2,1,-99.99,1,150,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3267,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3274,1,9,-99.99,1,1,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.126647
3283,2,-99.99,1,1,-99.99,4,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3289,2,-99.99,3,1,-99.99,2,0,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3293,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3294,2,-99.99,1,1,-99.99,1,500,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3296,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3303,1,9,-99.99,1,1,1,541,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
3307,1,8,-99.99,1,2,5,0,-99.99,-99.99,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.100399
3359,1,1,-99.99,1,1,5,0,-99.99,-99.99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1.124519
3361,2,-99.99,1,1,-99.99,3,30,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3379,1,3,-99.99,1,1,2,500,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.120894
3394,2,-99.99,1,1,-99.99,1,92,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3406,1,1,-99.99,1,3,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.450265
