intnum,q0,q1a,q1b,q2,q3,f1,f2a,f2b,f3,f4,f5_1,f5_2,f5_3,f5_4,f5_5,f5_6,f5_7,f5_8,f5_9,f5_10,f5_11,f5_12,f5_13,f5_14,f5_15,f5_16,s1,s2,s3,gew
3415,1,10,-99.99,1,-99.99,2,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3441,1,4,-99.99,1,2,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.070126
3448,1,10,-99.99,1,-99.99,1,100,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3466,1,10,-99.99,1,-99.99,1,30,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3473,1,1,-99.99,1,1,1,70,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.124519
3474,1,3,-99.99,1,2,1,300,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.062491
3480,1,3,-99.99,1,1,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1.120894
3485,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3493,1,1,-99.99,1,1,1,40,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
3499,2,-99.99,2,1,-99.99,1,150,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3500,1,8,-99.99,1,3,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,.436315
3509,1,8,-99.99,1,1,1,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,2,1.119703
3514,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3521,1,10,-99.99,1,-99.99,1,60,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3529,2,-99.99,3,1,-99.99,4,10,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3536,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3538,1,2,-99.99,1,1,1,100,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
3545,2,-99.99,1,1,-99.99,2,25,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3548,1,10,-99.99,1,-99.99,2,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3563,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3566,1,10,-99.99,1,-99.99,2,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,.73848
3603,2,-99.99,1,1,-99.99,2,80,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3605,1,8,-99.99,1,1,2,5,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
3624,2,-99.99,2,1,-99.99,1,190,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3627,2,-99.99,1,1,-99.99,4,0,-99.99,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3638,2,-99.99,2,1,-99.99,1,150,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3657,1,10,-99.99,1,-99.99,1,340,-99.99,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3667,1,3,-99.99,1,1,1,-90,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3678,1,3,-99.99,1,1,1,-90,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3701,1,3,-99.99,1,1,1,-90,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.120894
3713,1,7,-99.99,1,1,1,20,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
3726,1,10,-99.99,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3727,1,10,-99.99,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3741,2,-99.99,1,1,-99.99,4,6,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3759,1,10,-99.99,1,-99.99,1,10,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3767,1,10,-99.99,1,-99.99,1,500,-99.99,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3776,1,10,-99.99,1,-99.99,1,200,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3777,1,10,-99.99,1,-99.99,1,48,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3782,1,7,-99.99,1,1,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
3784,1,8,-99.99,1,2,1,150,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.100399
3804,1,6,-99.99,1,1,1,50,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,3,1.195214
3806,1,4,-99.99,1,1,2,10,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118885
3827,2,-99.99,3,1,-99.99,4,30,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3830,1,10,-99.99,1,-99.99,1,145,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3834,1,10,-99.99,1,-99.99,2,20,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-99.99,1,.73848
3860,2,-99.99,1,1,-99.99,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3871,1,3,-99.99,1,1,1,100,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3879,1,9,-99.99,1,1,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-99.99,1,1.126647
3884,1,3,-99.99,1,1,1,30,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
3903,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3929,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
3935,1,10,-99.99,1,-99.99,1,200,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3937,1,10,-99.99,1,-99.99,1,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-99.99,1,.73848
3960,1,10,-99.99,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
3963,1,3,-99.99,1,2,1,142,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.062491
3996,1,7,-99.99,1,1,5,0,-99.99,-99.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-99.99,1,1.118357
4000,1,1,-99.99,1,1,1,-90,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
4026,1,3,-99.99,1,1,1,40,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
4034,1,3,-99.99,1,1,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
4104,1,10,-99.99,1,-99.99,1,50,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4117,2,-99.99,1,1,-99.99,2,-90,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4119,2,-99.99,1,1,-99.99,4,0,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4136,1,7,-99.99,1,2,1,-90,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.058517
4143,1,7,-99.99,1,1,1,100,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,-90,1.118357
4155,2,-99.99,2,1,-99.99,2,50,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4161,2,-99.99,2,1,-99.99,1,250,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4175,1,3,-99.99,1,1,1,200,-99.99,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
4177,2,-99.99,1,1,-99.99,1,300,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4187,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4188,2,-99.99,2,1,-99.99,1,120,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4200,1,3,-99.99,1,1,1,1400,-99.99,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.120894
4208,1,7,-99.99,1,1,2,10,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4209,1,7,-99.99,1,1,1,500,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4213,2,-99.99,2,1,-99.99,2,200,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4231,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4236,2,-99.99,2,1,-99.99,2,200,-99.99,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4258,2,-99.99,1,1,-99.99,2,0,-99.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4264,2,-99.99,2,1,-99.99,2,20,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4267,2,-99.99,2,1,-99.99,5,0,-99.99,-99.99,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4270,1,9,-99.99,1,2,1,600,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.104565
4276,1,10,-99.99,1,-99.99,1,300,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4304,1,3,-99.99,1,3,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.443359
4332,2,-99.99,1,1,-99.99,1,-90,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4345,2,-99.99,1,1,-99.99,1,-90,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4346,1,7,-99.99,1,1,5,0,-99.99,-99.99,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-99.99,1,1.118357
4363,1,7,-99.99,1,1,1,70,-99.99,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4373,1,10,-99.99,1,-99.99,1,30,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.73848
4375,2,-99.99,1,1,-99.99,1,150,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4393,2,-99.99,1,1,-99.99,1,40,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4396,1,10,-99.99,1,-99.99,1,30,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4399,1,7,-99.99,1,1,2,150,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4405,1,3,-99.99,1,1,1,-90,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
4411,2,-99.99,2,1,-99.99,1,5,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4428,1,8,-99.99,1,2,4,20,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.100399
4429,1,8,-99.99,1,2,1,150,-99.99,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.100399
4430,1,1,-99.99,1,1,1,80,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
4454,1,7,-99.99,1,1,2,500,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
4467,2,-99.99,3,1,-99.99,4,0,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4468,2,-99.99,1,1,-99.99,1,93,-99.99,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4473,1,6,-99.99,1,1,1,30,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.195214
4484,1,1,-99.99,1,1,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
4510,1,2,-99.99,1,3,1,300,-99.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.400411
4529,1,9,-99.99,1,1,4,5,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
4538,1,7,-99.99,1,1,1,12,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4540,1,9,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,-90,1.126647
4564,1,8,-99.99,1,1,1,-90,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.119703
4573,1,3,-99.99,1,2,1,60,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.062491
4581,2,-99.99,3,1,-99.99,2,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4584,1,1,-99.99,1,1,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
4589,1,10,-99.99,1,-99.99,1,45,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4598,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4601,1,10,-99.99,1,-99.99,1,18,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4632,2,-99.99,1,1,-99.99,1,70,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4638,1,7,-99.99,1,1,1,-90,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4646,2,-99.99,1,1,-99.99,1,800,-99.99,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4675,2,-99.99,1,1,-99.99,3,25,-99.99,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4681,1,2,-99.99,1,1,1,100,-99.99,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
4709,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4715,1,7,-99.99,1,1,1,300,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4725,1,1,-99.99,1,1,1,30,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
4726,1,2,-99.99,1,1,1,120,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
4729,1,10,-99.99,1,-99.99,1,35,-99.99,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4730,1,3,-99.99,1,1,1,75,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
4731,1,6,-99.99,1,1,1,200,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.195214
4742,1,1,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
4744,2,-99.99,1,1,-99.99,1,50,-99.99,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4745,1,10,-99.99,1,-99.99,1,400,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,.73848
4746,1,3,-99.99,1,1,5,0,-99.99,-99.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1.120894
4751,1,10,-99.99,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4795,2,-99.99,3,1,-99.99,1,10,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4799,2,-99.99,2,1,-99.99,1,100,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4801,2,-99.99,3,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4806,2,-99.99,2,1,-99.99,1,500,-99.99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4809,2,-99.99,1,1,-99.99,3,-90,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4814,1,9,-99.99,1,1,2,13,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.126647
4833,2,-99.99,2,1,-99.99,1,350,-99.99,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4843,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4844,2,-99.99,1,1,-99.99,1,51,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4848,1,3,-99.99,1,2,1,150,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.062491
4854,1,7,-99.99,1,1,1,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4857,2,-99.99,2,1,-99.99,3,30,-99.99,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4870,2,-99.99,2,1,-99.99,2,-90,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4905,2,-99.99,1,1,-99.99,2,150,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4912,1,7,-99.99,1,1,1,600,-99.99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
4916,2,-99.99,3,1,-99.99,1,60,-99.99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4927,1,2,-99.99,1,2,1,60,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.131109
4942,1,10,-99.99,1,-99.99,1,60,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4944,1,5,-99.99,1,1,5,0,-99.99,-99.99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1.120334
4951,1,10,-99.99,1,-99.99,1,20,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
4960,1,3,-99.99,1,1,1,200,-99.99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
4966,2,-99.99,1,1,-99.99,1,-90,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4986,2,-99.99,2,1,-99.99,1,15,-99.99,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
4988,1,7,-99.99,1,1,2,42,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5003,2,-99.99,1,1,-99.99,1,90,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5035,1,6,-99.99,1,1,2,8,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.195214
5056,1,1,-99.99,1,1,1,-90,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.124519
5060,1,9,-99.99,1,1,1,50,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
5062,1,2,-99.99,1,1,4,10,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.128891
5065,1,7,-99.99,1,1,2,100,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5102,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5135,1,10,-99.99,1,-99.99,1,50,-99.99,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-99.99,1,.73848
5142,2,-99.99,3,1,-99.99,1,50,-99.99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5144,1,10,-99.99,1,-99.99,2,92,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
5145,1,2,-99.99,1,2,1,300,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.131109
5157,2,-99.99,1,1,-99.99,5,0,-99.99,-99.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5160,1,7,-99.99,1,1,1,150,-99.99,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.118357
5164,2,-99.99,3,1,-99.99,1,60,-99.99,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5186,1,10,-99.99,1,-99.99,1,200,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,.73848
5221,1,9,-99.99,1,1,5,0,-99.99,-99.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.126647
5247,1,3,-99.99,1,2,4,20,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.062491
5250,1,2,-99.99,1,1,1,350,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.128891
5253,2,-99.99,2,1,-99.99,2,8,-99.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5256,1,3,-99.99,1,1,2,20,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.120894
5257,2,-99.99,1,1,-99.99,1,50,-99.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5260,1,1,-99.99,1,1,5,0,-99.99,-99.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.124519
5277,2,-99.99,1,1,-99.99,1,600,-99.99,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5291,1,7,-99.99,1,1,2,100,-99.99,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.99,1,1.118357
5294,2,-99.99,2,1,-99.99,1,500,-99.99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5300,2,-99.99,2,1,-99.99,1,20,-99.99,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.99,-99.99,1,1
5310,1,9,-99.99,1,1,1,50,-99.99,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-99.99,1,1.126647
5315,1,5,-99.99,1,2,4,45,-99.99,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.134718
